Vin,Make_Type,Reg_Class,Body,Segment,Make,Model,Trim,Odometer,sprice,Year,BuyHere,Seller,seller_address,Seller_City,Seller_State,Seller_Zip,Pump,Owner_City,Owner_State,Owner_Zip,Newused,data_yrmon,state_data,LienHolder,Fleet,fuel_type_txt,Lease,Alternative_Fuel,DealerType,Type,countynum,county_name
1FTEW1EG7JKE30095,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,King Ranch,86036,46648,2018,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Waco,TX,76711,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Local Dealer,Franchise,,McLennan
5FPYK3F62KB012818,Import,Truck,PU,COMPACT PICKUP,Honda,Ridgeline,RTL-T,25702,45197,2019,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Waco,TX,76711,Used,202201,TX,BANK OF AMERICA,,,,Gas,Local Dealer,Franchise,,McLennan
3GTP1MEC8HG393467,Domestic,Truck,PU,FULL-SIZED PICKUP,GMC,Sierra 1500,SLE,17870,40942,2017,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Waco,TX,76711,Used,202201,TX,A PLUS CU,,,,Gas,Local Dealer,Franchise,,McLennan
1C4PJLLB8LD538727,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Cherokee,Latitude Plus,14681,29000,2020,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Waco,TX,76711,Used,202201,TX,CHRYSLER CAPITAL,,,,Gas,Local Dealer,Franchise,,McLennan
4T1B11HK2JU083938,Import,Car,4D,MID-SIZED,Toyota,Camry,LE,49965,24000,2018,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Waco,TX,76711,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
1VWBT7A35GC014953,Import,Car,4D,MID-SIZED,Volkswagen,Passat,1.8T SE,78800,16225,2016,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Waco,TX,76711,Used,202201,TX,CHRYSLER CAPITAL,,,,Gas,Local Dealer,Franchise,,McLennan
2T3ZF4DV6AW040485,Import,Truck,UT,COMPACT SPORT-UTILITY,Toyota,RAV4,Base,EXEMPT,9888,2010,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Waco,TX,76711,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Local Dealer,Franchise,,McLennan
1C6RR6LTXGS375986,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Big Horn,86182,29000,2016,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Waco,TX,76711,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
2C3CDXBG2JH200545,Domestic,Car,4D,SPORTY,Dodge,Charger,SXT,27982,30065,2018,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76711,Used,202201,TX,PENTAGON CU,,,,Gas,Local Dealer,Franchise,,McLennan
1G1ZD5ST1LF102238,Domestic,Car,4D,MID-SIZED,Chevrolet,Malibu,LT,30234,25650,2020,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Waco,TX,76711,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
KNDJ23AU9M7740497,Import,Car,SW,SMALL SPORT UTILITY,Kia,Soul,LX,9207,22999,2021,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76711,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Local Dealer,Franchise,,McLennan
1GNSCNKDXMR139333,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Tahoe,LT,23430,81000,2021,,Drive Away Autos,5715 North Fwy,Houston,TX,77001,P122940,Waco,TX,76711,Used,202201,TX,DRIVE AWAY,,,,Gas,Pump-In Dealer,Independent,,McLennan
2T3DFREV3HW565603,Import,Truck,UT,COMPACT SPORT-UTILITY,Toyota,RAV4,Limited,57010,28995,2017,,Jeff Hunter Toyota,1440 W Loop 340,Waco,TX,76712,P19658,Waco,TX,76711,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Local Dealer,Franchise,,McLennan
3N1CN7AP7EL844200,Import,Car,4D,COMPACT,Nissan,Versa,1.6 S,74073,8497,2014,,Greg May Honda,1601 W Loop 340,Waco,TX,76712,P20463,Waco,TX,76711,Used,202201,TX,HEART O TEXAS CU,,,,Gas,Local Dealer,Franchise,,McLennan
1GCDSCFE1C8168980,Domestic,Truck,PU,COMPACT PICKUP,Chevrolet,Colorado,LT,66667,16200,2012,,Five Star Chevrolet,1700 South Ih 35e,Carrollton,TX,75006,P127206,Waco,TX,76711,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Pump-In Dealer,Franchise,,McLennan
2G1FA1E31E9195841,Domestic,Car,CP,SPORTY,Chevrolet,Camaro,LS,114097,15900,2014,,Toyota of Killeen,4001 E Central Texas Expy,Killeen,TX,76543,P50230,Waco,TX,76711,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GNERGKW7KJ242911,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Traverse,LT Cloth,43373,34998,2019,,Apple Sport Chevrolet,1635 North St Hwy 6,Marlin,TX,76661,P124275,Waco,TX,76711,Used,202201,TX,EDUCATORS CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1GNSCSKDXMR105309,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Tahoe,Premier,11805,77890,2021,,Apple Sales & Leasing,11320 Ranch Rd 2222,Austin,TX,78730,P155232,Waco,TX,76711,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Pump-In Dealer,Independent,,McLennan
2C3CDXBG9KH714992,Domestic,Car,4D,SPORTY,Dodge,Charger,SXT,53233,27997,2019,,Apple Sport Chevrolet,1635 North St Hwy 6,Marlin,TX,76661,P124275,Waco,TX,76711,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3N1AB7AP8GL663447,Import,Car,4D,MID-SIZED,Nissan,Sentra,S,122292,0,2016,,Unidentified Seller,,,,,,Waco,TX,76711,Used,202201,TX,DRIVE CASA,,,,Gas,Pump-In Dealer,Franchise,,McLennan
2G1105SA1H9132153,Domestic,Car,4D,LARGE,Chevrolet,Impala,LT,124052,0,2017,Yes,Drive Casa,3417 Franklin Ave,Waco,TX,76710,P152019,Waco,TX,76711,Used,202201,TX,DRIVE CASA,,,,Gas,Local Dealer,Independent,,McLennan
3GKALVEV3KL232552,Domestic,Truck,UT,COMPACT SPORT-UTILITY,GMC,Terrain,SLT,59418,26520,2019,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Waco,TX,76711,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
2HKRM4H5XDH605431,Import,Truck,UT,COMPACT SPORT-UTILITY,Honda,CR-V,EX,95306,15949,2013,,AutoNation Chevrolet Waco,1625 N. Valley Mills Drive,Waco,TX,76710,P8111,Waco,TX,76711,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Local Dealer,Franchise,,McLennan
JN1BJ1CVXLW276600,Import,Car,SW,SMALL SPORT UTILITY,Nissan,Rogue Sport,S,4160,31953,2020,,University Mazda Kia,3000 Interstate 35 S,Waco,TX,76710,P137082,Waco,TX,76711,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Local Dealer,Franchise,,McLennan
1GKKNPLS1HZ256854,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,GMC,Acadia,Denali,92221,28995,2017,,Richard Karr Motors,900 W Loop 340,Waco,TX,76712,P7142,Waco,TX,76711,Used,202201,TX,FIRST CENTRAL CU,,,,Gas,Local Dealer,Franchise,,McLennan
1C6RREFT8LN188728,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Big Horn,27786,43995,2020,,Richard Karr Motors,900 W Loop 340,Waco,TX,76712,P7142,Waco,TX,76711,Used,202201,TX,GENCO CU,,,,Gas,Local Dealer,Franchise,,McLennan
1G2MB35BX7Y107712,Domestic,Car,CV,SPORTY,Pontiac,Solstice,Base,EXEMPT,8995,2007,,Richard Karr Motors,900 W Loop 340,Waco,TX,76712,P7142,Waco,TX,76711,Used,202201,TX,CREDIT ACCEPTANCE CO,,,,Gas,Local Dealer,Franchise,,McLennan
1GCPWDED5MZ204956,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,RST,10845,54743,2021,,Mike Terry Chevrolet Buick GMC,1100 E. Milam St,Mexia,TX,76667,P156155,Waco,TX,76711,Used,202201,TX,US BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FATP8FF4K5185572,Domestic,Car,CV,SPORTY,Ford,Mustang,GT Premium,11123,43742,2019,,Covert Ford Lincoln,11514 Research Blvd,Austin,TX,78720,P16094,Waco,TX,76711,Used,202201,TX,CAPITAL ONE AUTO FINANCE,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1G6DF577790167875,Domestic,Car,4D,LUXURY,Cadillac,CTS,3.6L V6,EXEMPT,16415,2009,,Byrider Waco,4824 W Waco Dr,Waco,TX,76710,P117280,Waco,TX,76711,Used,202201,TX,CAR NOW ACCEPTANCE CORP,,,,Gas,Local Dealer,Independent,,McLennan
JN8AT2MT5JW469938,Import,Car,SW,COMPACT SPORT-UTILITY,Nissan,Rogue,S,73944,0,2018,,Chavez Auto Sales,396 Walker St,Houston,TX,77002,101,Waco,TX,76711,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
1N4AL2EP4AC134299,Import,Car,CP,SUBCOMPACT,Nissan,Altima,2.5 S,EXEMPT,0,2010,,Chavez Auto Sales,396 Walker St,Houston,TX,77002,101,Waco,TX,76711,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
5FNYF5H7XGB059228,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Honda,Pilot,EX-L w/Navi,69829,23000,2016,,FairLease,8131 Lyndon B Johnson Fwy,Dallas,TX,75251,57,Waco,TX,76711,Used,202201,TX,CREDIT UNION OF TEXAS,,,,Gas,Pump-In Dealer,Independent,,McLennan
5LMEU88H54ZJ41109,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Lincoln,Aviator,Luxury,EXEMPT,1000,2004,,Vallejos Autos,2708 Katy Ln,Waco,TX,76705,P110860,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1FTSX21528EA76053,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ford,F-250 Super Duty,XL,EXEMPT,750,2008,,Vallejos Autos,2708 Katy Ln,Waco,TX,76705,P110860,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1FTRF12218KC77427,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,STX,EXEMPT,8676,2008,,Tobys Autos,2925 Franklin Ave,Waco,TX,76710,P56393,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1GCEC14W3YZ168790,Domestic,Truck,PU,FULL-SIZED PICKUP,Chevrolet,Silverado 1500,Base,EXEMPT,3041,2000,,Tobys Autos,2925 Franklin Ave,Waco,TX,76710,P56393,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
3C6UR5HL5JG390598,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,2500,ST,87700,0,2018,,Anthony's Houston Auto Sales,1205 Mississippi St,South Houston,TX,77587,141423,Waco,TX,76711,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
1G6KD54Y82U296412,Domestic,Car,4D,SUBCOMPACT,Cadillac,DeVille,Base,EXEMPT,2700,2002,,Unidentified Seller,,,,,,Waco,TX,76711,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3C4PDCAB9DT532263,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Dodge,Journey,SE,139902,0,2013,Yes,KP Motors,2100 Franklin Ave,Waco,TX,76701,P121891,Waco,TX,76711,Used,202201,TX,KP MOTORS,,,,Gas,Local Dealer,Independent,,McLennan
1GCHG35R6X1013086,Domestic,Car,VN,MINIVAN,Chevrolet,Express,G3500,EXEMPT,5000,1999,,G & S Sales,2323 Quarry St,Dallas,TX,75212,P133862,Waco,TX,76711,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
3N1AB6AP1BL652227,Import,Car,4D,MID-SIZED,Nissan,Sentra,2,130094,4500,2011,,Watkins Auto Sales,2324 Hallsburg Rd,Waco,TX,76705,P112694,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
3C6RR7KT5EG270929,Domestic,Truck,PU,FULL-SIZED PICKUP,Ram,1500,Express,55021,27995,2014,,Hewitt Autoplex,847 N Hewitt Dr,Hewitt,TX,76643,P144830,Waco,TX,76711,Used,202201,TX,TEXELL CU,,,,Gas,Local Dealer,Independent,,McLennan
4T1BG22K8VU132935,Import,Car,4D,SUBCOMPACT,Toyota,Camry,CE,EXEMPT,500,1997,,Tobys Autos,2925 Franklin Ave,Waco,TX,76710,P56393,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
5N1AR2MN3DC646516,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Nissan,Pathfinder,S,137657,12995,2013,,City Motors,3505 Franklin Ave,Waco,TX,76701,P151780,Waco,TX,76711,Used,202201,TX,GENCO CU,,,,Gas,Local Dealer,Independent,,McLennan
JTLKT324X64060973,Domestic,Car,SW,SUBCOMPACT,Scion,xB,Base,EXEMPT,692,2006,,Rey Auto Sales,1504 New Dallas Hwy,Bellmead,TX,76705,P154657,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
2C3CDXBG8CH203243,Domestic,Car,4D,SPORTY,Dodge,Charger,SE,177860,1700,2012,,Reyna Auto Sales,1828 Barnard St,Waco,TX,76708,P118168,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1GKDS13SX32296799,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,GMC,Envoy,SLE,EXEMPT,1500,2003,,Reyna Auto Sales,1828 Barnard St,Waco,TX,76708,P118168,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
2FAFP73WX5X101821,Domestic,Car,4D,LARGE,Ford,Crown Victoria,Base,EXEMPT,2000,2005,,Cabral Autos,12285 Worthham Bend Rd,Waco,TX,76708,P161416,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
4T1BK36B36U154910,Import,Car,4D,SUBCOMPACT,Toyota,Avalon,XL,EXEMPT,2400,2006,,Cabral Autos,12285 Worthham Bend Rd,Waco,TX,76708,P161416,Waco,TX,76711,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
1GNSCKKC2FR284097,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Chevrolet,Suburban,LTZ,184147,28995,2015,,Harberts Auto Sales,1216 New Dallas Hwy,Waco,TX,76705,P111960,Waco,TX,76711,Used,202201,TX,CREDIT ACCEPTANCE CO,,,,Gas,Local Dealer,Independent,,McLennan
2MEFM74W63X637498,Domestic,Car,4D,SUBCOMPACT,Mercury,Grand Marquis,GS,EXEMPT,5600,2003,,Unidentified Seller,,,,,,Waco,TX,76711,Used,202201,TX,FIRST CENTRAL CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FDRE1427WHC11728,Domestic,Truck,VN,FULL-SIZED VAN,Ford,E-Series Cargo,E-150,EXEMPT,2000,1998,,RTR Auto Sales,2906 US Hwy 77,Lott,TX,76656,74,Waco,TX,76711,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
3C6UR5HJ5EG272538,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ram,2500,Tradesman,126986,23500,2014,,Mac Haik Dodge Chrysler Jeep Ram Temple,3207 S General Bruce Dr,Temple,TX,76504,P48426,Waco,TX,76703,Used,202201,TX,HEART O TEXAS CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3GNCJKSB4GL123664,Domestic,Car,SW,SMALL SPORT UTILITY,Chevrolet,Trax,LS,58712,14402,2016,,Mark Holcomb Auto Group,5801 Bosque Blvd,Waco,TX,76710,P52620,Woodway,TX,76712,Used,202201,TX,,,,,Gas,Local Dealer,Independent,,McLennan
JN8AT2MT4JW453911,Import,Car,SW,COMPACT SPORT-UTILITY,Nissan,Rogue,S,48145,21990,2018,,Carvana Austin,6014 S IH 35 Frontage Rd,Austin,TX,78745,P137592,Woodway,TX,76712,Used,202201,TX,CARVANA,,,,Gas,Pump-In Dealer,Independent,,McLennan
JM3KE4BY4G0874454,Import,Truck,UT,COMPACT SPORT-UTILITY,Mazda,CX-5,Sport,64488,20990,2016,,Carvana Austin,6014 S IH 35 Frontage Rd,Austin,TX,78745,P137592,Woodway,TX,76712,Used,202201,TX,CARVANA,,,,Gas,Pump-In Dealer,Independent,,McLennan
WA1C2AFP5GA128038,Import,Truck,UT,COMPACT SPORT-UTILITY,Audi,Q5,2.0T quattro Premium,69642,24990,2016,,Carvana Austin,6014 S IH 35 Frontage Rd,Austin,TX,78745,P137592,Woodway,TX,76712,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
3GKALMEX9JL133146,Domestic,Truck,UT,COMPACT SPORT-UTILITY,GMC,Terrain,SLE,39195,23959,2018,,EchoPark Austin,13915 US-183,Austin,TX,78717,227,Woodway,TX,76712,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Pump-In Dealer,Independent,,McLennan
3GTU2NEC3HG432407,Domestic,Truck,PU,FULL-SIZED PICKUP,GMC,Sierra 1500,SLT,34536,43499,2017,,Vroom,12053 Southwest Fwy,Stafford,TX,77477,P109181,Woodway,TX,76712,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Pump-In Dealer,Independent,,McLennan
JM3KFBCM8J0416114,Import,Truck,UT,COMPACT SPORT-UTILITY,Mazda,CX-5,Touring,35875,23999,2018,,Texas Direct Auto Stafford,12053 Southwest Fwy,Stafford,TX,77477,P109181,Woodway,TX,76712,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
1G1YA2D47M5125409,Domestic,Car,CP,SPORTY,Chevrolet,Corvette,Stingray,388,89999,2021,,Texas Direct Auto Stafford,12053 Southwest Fwy,Stafford,TX,77477,P109181,Woodway,TX,76712,Used,202201,TX,Ally Financial,,,,Gas,Pump-In Dealer,Independent,,McLennan
1HGCV2F3XKA026888,Import,Car,4D,MID-SIZED,Honda,Accord,Sport,25173,29499,2019,,Texas Direct Auto Stafford,12053 Southwest Fwy,Stafford,TX,77477,P109181,Woodway,TX,76712,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Pump-In Dealer,Independent,,McLennan
5UXKR2C59J0Z20646,Import,Truck,UT,FULL-SIZED SPORT UTILITY,BMW,X5,sDrive35i,15286,45659,2018,,EchoPark Houston,8477 North Fwy,Houston,TX,77037,P151537,Woodway,TX,76712,Used,202201,TX,BANK OF AMERICA,,,,Gas,Pump-In Dealer,Independent,,McLennan
2T3DFREV9DW113388,Import,Truck,UT,COMPACT SPORT-UTILITY,Toyota,RAV4,Limited,94058,15998,2013,,CarMax Killeen,3504 E Central Texas Expy,Killeen,TX,76543,P153608,Woodway,TX,76712,Used,202201,TX,,,,,Gas,Pump-In Dealer,Independent,,McLennan
2C4RC1BG3CR118648,Domestic,Car,VN,MINIVAN,Chrysler,Town and Country,Touring,62844,11350,2012,,Mac Haik Ford Lincoln Georgetown,7201 Interstate 35 Frontage Rd,Georgetown,TX,78628,P45559,Woodway,TX,76712,Used,202201,TX,A PLUS CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FMSK8BH1LGA18051,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Ford,Explorer,Base,27325,33499,2020,,Enterprise Car Sales Arlington,1112 E Division St,Arlington,TX,76011,P108708,Woodway,TX,76712,Used,202201,TX,BNY MELLON TRUST CO,Y,,,Gas,Pump-In Dealer,Independent,,McLennan
3C4PDCAB4GT175644,Domestic,Truck,UT,FULL-SIZED SPORT UTILITY,Dodge,Journey,SE,96699,13000,2016,,All American Chevrolet of Killeen,1802 E Cntrl Tx Exprwy,Killeen,TX,76543,P118411,Woodway,TX,76712,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1G1JB5SH9J4113138,Domestic,Car,4D,COMPACT,Chevrolet,Sonic,LS Auto,26072,15400,2018,,All American Chevrolet of Killeen,1802 E Cntrl Tx Exprwy,Killeen,TX,76543,P118411,Woodway,TX,76712,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Pump-In Dealer,Franchise,,McLennan
WDDUG8DB5JA370062,Import,Car,4D,LUXURY,Mercedes-Benz,S-Class,S 560,30114,76382,2018,,Park Place Motorcars Dallas,6113 Lemmon Ave,Dallas,TX,75209,P159875,Woodway,TX,76712,Used,202201,TX,MERCEDES BENZ FINANCIAL,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5TDGZRAH8MS032386,Import,Truck,UT,FULL-SIZED SPORT UTILITY,Toyota,Highlander,XLE,15350,44545,2021,,Vandergriff Honda,1104 W Interstate 20,Arlington,TX,76017,P128289,Woodway,TX,76712,Used,202201,TX,BANK OF AMERICA,,,,Gas,Pump-In Dealer,Franchise,,McLennan
3HGGK5H40KM715634,Import,Car,4D,MID-SIZED,Honda,Fit,LX,9164,19441,2019,,Honda of Fort Worth,3400 W Loop 820 S,Fort Worth,TX,76116,P128485,Woodway,TX,76712,Used,202201,TX,,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FTEW1EG3GFD40718,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,King Ranch,88852,36500,2016,,Vandergriff Hyundai,1120 W Interstate 20,Arlington,TX,76017,P128014,Woodway,TX,76712,Used,202201,TX,FIRST NATIONAL BANK BOSQUE COUNTY,,,,Gas,Pump-In Dealer,Franchise,,McLennan
1FT7W2BT7EEA65633,Domestic,Truck,PU,MEDIUM & HEAVY TRUCK,Ford,F-250 Super Duty,King Ranch,129617,41344,2014,,Johnson Brothers Ford Lincoln,7455 S General Bruce Dr,Temple,TX,76503,P24362,Woodway,TX,76712,Used,202201,TX,A PLUS CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
JTDKDTB36D1035695,Import,Car,4D,COMPACT,Toyota,Prius c,One,84463,14998,2013,,Unidentified Seller,,,,,,Woodway,TX,76712,Used,202201,TX,EXETER FINANCE CORP,,,,Hybrid,Pump-In Dealer,Franchise,,McLennan
5NPD84LF8JH401687,Import,Car,4D,MID-SIZED,Hyundai,ELANTRA,SE,42150,23942,2018,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Woodway,TX,76712,Used,202201,TX,REGIONAL ACCEPTANCE CO,,,,Gas,Local Dealer,Franchise,,McLennan
3VV2B7AX9JM018794,Import,Truck,UT,COMPACT SPORT-UTILITY,Volkswagen,Tiguan,2.0T SE 4Motion,45065,34667,2018,,Volkswagen of Waco,2301 W Loop 340,Waco,TX,76712,P151525,Woodway,TX,76712,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
2C3CDXCT1MH565346,Domestic,Car,4D,SPORTY,Dodge,Charger,R/T,4565,42500,2021,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Woodway,TX,76712,Used,202201,TX,WELLS FARGO BANK,,,,Gas,Local Dealer,Franchise,,McLennan
2C3CDZAG8JH131891,Domestic,Car,CP,SPORTY,Dodge,Challenger,SXT,23834,32000,2018,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Woodway,TX,76712,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
1FMCU0F73JUB72521,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Ford,Escape,S,51380,17500,2018,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Woodway,TX,76712,Used,202201,TX,JP MORGAN CHASE BANK,,,,Gas,Local Dealer,Franchise,,McLennan
1FTFW1C88MKD98648,Domestic,Truck,PU,FULL-SIZED PICKUP,Ford,F-150,XL,4182,55820,2021,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Woodway,TX,76712,Used,202201,TX,RANDOLPH BROOKS CU,,,,Gas,Local Dealer,Franchise,,McLennan
1C4RJEBG6LC364874,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Jeep,Grand Cherokee,Limited,21461,42950,2020,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Woodway,TX,76712,Used,202201,TX,Ally Financial,,,,Gas,Local Dealer,Franchise,,McLennan
1N4BL3AP3GC151717,Import,Car,4D,MID-SIZED,Nissan,Altima,3.5 SR,92898,17500,2016,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Woodway,TX,76712,Used,202201,TX,A PLUS CU,,,,Gas,Local Dealer,Franchise,,McLennan
1C4NJPBB9ED790294,Domestic,Truck,UT,SMALL SPORT UTILITY,Jeep,Patriot,Sport,92908,11909,2014,,Allen Samuels Dodge Chrysler Jeep Ram,201 West Loop 340,Waco,TX,76714,P108927,Woodway,TX,76712,Used,202201,TX,EXETER FINANCE CORP,,,,Gas,Local Dealer,Franchise,,McLennan
SALCJ2FX2LH859910,Import,Truck,UT,COMPACT SPORT-UTILITY,Land Rover,Discovery Sport,P250 S,9362,46575,2020,,Grapevine Dodge Chrysler Jeep,2601 William D Tate Ave,Grapevine,TX,76051,P110055,Woodway,TX,76712,Used,202201,TX,HUNTINGTON NATIONAL BANK,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5TFAY5F13KX787529,Import,Truck,PU,FULL-SIZED PICKUP,Toyota,Tundra,1794 Edition,37983,57315,2019,,Covert Chevrolet Buick GMC Bastrop,702 Tx-71,Bastrop,TX,78602,P11259,Woodway,TX,76712,Used,202201,TX,GREATER TEXAS CU,,,,Gas,Pump-In Dealer,Franchise,,McLennan
5J6RW1H84JL001362,Import,Truck,UT,COMPACT SPORT-UTILITY,Honda,CR-V,EX-L,16165,30998,2018,,CarMax Plano,4448 W Plano Pkwy,Plano,TX,75093,P41375,Woodway,TX,76712,Used,202201,TX,Unidentified Lienholder,,,,Gas,Pump-In Dealer,Independent,,McLennan
JM1GL1VM6J1328865,Import,Car,4D,MID-SIZED,Mazda,Mazda6,Touring,31648,23998,2018,,CarMax Killeen,3504 E Central Texas Expy,Killeen,TX,76543,P153608,Woodway,TX,76712,Used,202201,TX,SANTANDER CONSUMER USA,,,,Gas,Pump-In Dealer,Independent,,McLennan
2GNALCEK0G1150705,Domestic,Truck,UT,COMPACT SPORT-UTILITY,Chevrolet,Equinox,LT,107927,14311,2016,,Chevrolet of West,225 T M W Pkwy,West,TX,76691,P103089,Woodway,TX,76712,Used,202201,TX,GLOBAL LENDING SERVICES,,,,Gas,Local Dealer,Franchise,,McLennan
